","Name","Team","Yds","Y.G","TD","RUSHING","Rush","Yds.1","Y.G.1","Avg","TD.1","Year","Position","Rec","Avg.1","Lng","PASSING","QBRAT","Att","Comp","Pct","Y.A","Int","SACKED","Sack","YdsL","RECEIVING","Receiving"
13139","Jairus Williams","FIU",16,8,0,NA,0,0,0,"8",0,2011,"WR",2,"N/A","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13140","Jairus Williams","FIU",22,7.3,0,NA,0,0,0,"7.3",0,2010,"WR",3,"N/A","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13141","Jairus Williams","FIU",122,20.3,1,NA,0,0,0,"13.6",0,2012,"WR",9,"N/A","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13142","Jaison Williams","Ore",245,40.8,3,NA,0,0,0,"16.3",0,2005,"WR",15,"N/A","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13143","Jaison Williams","Ore",473,43,4,NA,0,0,0,"13.1",0,2008,"WR",36,"N/A","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13144","Jaison Williams","Ore",984,89.5,6,NA,2,5,0.5,"14.5",0,2006,"WR",68,"2.5","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13145","Jaison Williams","Ore",844,64.9,8,NA,0,0,0,"15.3",0,2007,"WR",55,"N/A","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13146","JaJuan Spillman","Lou",64,12.8,0,NA,4,42,8.4,"7.1",0,2007,"WR",9,"10.5","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13147","JaJuan Spillman","Lou",56,7,0,NA,5,40,5,"8",1,2006,"WR",7,"8","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13148","Jakari Wallace","Minn",44,11,1,NA,3,29,7.3,"14.7",0,2003,"WR",3,"9.7","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13149","Jakari Wallace","Minn",218,31.1,0,NA,7,57,8.1,"12.8",1,2005,"WR",17,"8.1","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13150","Jakari Wallace","Minn",341,34.1,0,NA,7,4,0.4,"17.1",0,2004,"WR",20,"0.6","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13151","Jake Cunningham","Purd",14,14,0,NA,1,3,3,"14",0,2003,"WR",1,"3","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13152","Jake Cunningham","Purd",0,0,0,NA,0,0,0,"0",0,2004,"WR",0,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13153","Jake Gaebler","WKU",416,52,2,NA,0,0,0,"11.6",0,2006,"WR",36,"N/A","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13154","Jake Gaebler","WKU",588,65.3,4,NA,1,-1,-0.1,"10.9",0,2008,"WR",54,"-1","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13155","Jake Gaebler","WKU",494,49.4,4,NA,4,41,4.1,"11.5",0,2009,"WR",43,"10.3","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13156","Jake Gaebler","WKU",426,35.5,3,NA,0,0,0,"12.2",0,2007,"WR",35,"N/A","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13157","Jake Howton","S Ala",9,4.5,0,NA,0,0,0,"4.5",0,2011,"WR",2,"N/A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13158","Jake Kumerow","Ill",15,15,0,NA,0,0,0,"5",0,2011,"WR",3,"N/A","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13159","Jake Standeford","Purd",15,15,0,NA,0,0,0,"7.5",0,2005,"WR",2,"N/A","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13160","Jake Standeford","Purd",122,13.6,1,NA,0,0,0,"11.1",0,2006,"WR",11,"N/A","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13161","Jake Standeford","Purd",396,33,3,NA,0,0,0,"11.3",0,2007,"WR",35,"N/A","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13162","Jake Wanamaker","UTSA",123,20.5,2,NA,0,0,0,"17.6",0,2011,"WR",7,"N/A","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13163","Jake Williams","IA St",404,40.4,4,NA,0,0,0,"11.5",0,2010,"WR",35,"N/A","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13164","Jake Williams","IA St",403,36.6,5,NA,0,0,0,"11.2",0,2009,"WR",36,"N/A","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13165","Jake Wurzelbacher","Mia O",10,10,0,NA,0,0,0,"10",0,2011,"WR",1,"N/A","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13166","Jakeem Grant","TX Tch",287,26.1,3,NA,8,19,1.7,"8.7",0,2012,"WR",33,"2.4","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13167","Jalal Beauchman","SJSU",16,16,0,NA,0,0,0,"8",0,2006,"WR",2,"N/A","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13168","Jalal Beauchman","SJSU",133,33.3,0,NA,0,0,0,"10.2",0,2008,"WR",13,"N/A","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13169","Jalal Beauchman","SJSU",332,36.9,1,NA,2,-3,-0.3,"9.2",0,2007,"WR",36,"-1.5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13170","Jalal Beauchman","SJSU",378,31.5,4,NA,1,0,0,"10.8",0,2009,"WR",35,"0","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13171","Jalal Beauchman","SJSU",835,64.2,6,NA,0,0,0,"13.9",0,2010,"WR",60,"N/A","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13172","Jaleel Clark","Mizz",6,6,0,NA,0,0,0,"6",0,2012,"WR",1,"N/A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13173","Jalen Claiborne","Wyo",490,44.5,5,NA,1,-7,-0.6,"14.4",0,2012,"WR",34,"-7","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13174","Jalen Fitzpatrick","Temp",363,33,2,NA,15,34,3.1,"12.1",0,2012,"WR",30,"2.3","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13175","Jalen Saunders","Fres",462,35.5,3,NA,19,155,11.9,"15.4",0,2010,"WR",30,"8.2","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13176","Jalen Saunders","Fres",1065,81.9,12,NA,8,91,7,"21.3",2,2011,"WR",50,"11.4","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13177","Jalen Saunders","Okla",829,92.1,3,NA,0,0,0,"13.4",0,2012,"WR",62,"N/A","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13178","Jalil Carter","Akrn",0,0,0,NA,0,0,0,"0",0,2008,"WR",0,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13179","Jalil Carter","Akrn",0,0,0,NA,0,0,0,"0",0,2009,"WR",0,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13180","Jalil Carter","Akrn",412,51.5,2,NA,2,22,2.8,"13.7",0,2010,"WR",30,"11","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13181","Jamaal Jackson","N TX",446,40.5,4,NA,2,6,0.5,"13.5",0,2010,"WR",33,"3","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13182","Jamaal Jackson","N TX",701,58.4,6,NA,2,-1,-0.1,"9.9",0,2009,"WR",71,"-0.5","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13183","Jamaal Lewis","AZ St",91,22.8,2,NA,0,0,0,"15.2",0,2004,"WR",6,"N/A","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13184","Jamaal Lewis","AZ St",99,19.8,2,NA,0,0,0,"9.9",0,2003,"WR",10,"N/A","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13185","Jamaal Lewis","AZ St",151,25.2,2,NA,0,0,0,"13.7",0,2006,"WR",11,"N/A","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13186","Jamaal Lewis","AZ St",446,55.8,5,NA,0,0,0,"19.4",0,2005,"WR",23,"N/A","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13187","Jamaal Smith","Troy",8,8,0,NA,0,0,0,"8",0,2003,"WR",1,"N/A","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13188","Jamaal Smith","Troy",12,12,0,NA,0,0,0,"12",0,2004,"WR",1,"N/A","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13189","Jamaal Wilson","Purd",4,4,0,NA,0,0,0,"4",0,2003,"WR",1,"N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13190","Jamaar Taylor","TAMU",456,91.2,4,NA,2,13,2.6,"18.2",0,2003,"WR",25,"6.5","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13191","Jamal Gray","MTSU",92,11.5,0,NA,0,0,0,"6.6",0,2011,"WR",14,"N/A","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13192","Jamal Miles","AZ St",58,9.7,0,NA,3,13,2.2,"9.7",0,2009,"WR",6,"4.3","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13193","Jamal Miles","AZ St",203,18.5,4,NA,27,41,3.7,"8.1",2,2010,"WR",25,"1.5","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13194","Jamal Miles","AZ St",361,30.1,6,NA,29,237,19.8,"6",0,2011,"WR",60,"8.2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13195","Jamal Miles","AZ St",373,31.1,0,NA,15,67,5.6,"10.1",0,2012,"WR",37,"4.5","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13196","Jamal Rogers","Mia O",178,35.6,1,NA,2,-4,-0.8,"9.4",0,2010,"WR",19,"-2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13197","Jamal Rogers","Mia O",505,50.5,3,NA,2,3,0.3,"9.4",0,2009,"WR",54,"1.5","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13198","Jamal Rogers","Mia O",359,32.6,0,NA,9,53,4.8,"8.5",0,2008,"WR",42,"5.9","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13199","Jamal Rogers","Mia O",173,15.7,1,NA,10,75,6.8,"9.1",0,2007,"WR",19,"7.5","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13200","Jamal Turner","Neb",243,34.7,0,NA,2,-3,-0.4,"16.2",0,2011,"WR",15,"-1.5","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13201","Jamal Turner","Neb",417,34.8,3,NA,4,1,0.1,"13",0,2012,"WR",32,"0.3","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13202","Jamal-Rashad Patterson","Stan",0,0,0,NA,1,22,11,"0",1,2009,"WR",1,"22","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13203","Jamal-Rashad Patterson","Stan",38,12.7,0,NA,0,0,0,"12.7",0,2011,"WR",3,"N/A","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13204","Jamal-Rashad Patterson","Stan",68,13.6,0,NA,0,0,0,"13.6",0,2010,"WR",5,"N/A","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13205","Jamal-Rashad Patterson","Stan",271,24.6,2,NA,4,59,5.4,"16.9",0,2012,"WR",16,"14.8","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13206","Jamall Broussard","SJSU",715,65,1,NA,10,71,6.5,"13",1,2003,"WR",55,"7.1","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13207","Jamar Brown","MTSU",94,15.7,0,NA,0,0,0,"8.5",0,2010,"WR",11,"N/A","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13208","Jamar Bryant","ECU",108,21.6,0,NA,0,0,0,"9.8",0,2006,"WR",11,"N/A","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13209","Jamar Bryant","ECU",216,43.2,3,NA,0,0,0,"11.4",0,2008,"WR",19,"N/A","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13210","Jamar Bryant","ECU",205,25.6,2,NA,0,0,0,"9.3",0,2009,"WR",22,"N/A","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13211","Jamar Bryant","ECU",704,54.2,6,NA,0,0,0,"14.7",0,2007,"WR",48,"N/A","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13212","Jamar Howard","Cinc",50,25,0,NA,0,0,0,"16.7",0,2009,"WR",3,"N/A","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13213","Jamar Jones","WKU",37,12.3,0,NA,0,0,0,"9.3",0,2007,"WR",4,"N/A","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13214","Jamar Jones","WKU",26,6.5,0,NA,0,0,0,"6.5",0,2006,"WR",4,"N/A","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13215","Jamar Newsome","UCF",81,27,1,NA,0,0,0,"20.3",0,2008,"WR",4,"N/A","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13216","Jamar Newsome","UCF",289,32.1,3,NA,4,26,2.9,"12",0,2009,"WR",24,"6.5","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13217","Jamar Newsome","UCF",616,44,3,NA,3,15,1.1,"16.6",1,2010,"WR",37,"5","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13218","Jamar Thomas","Tula",5,1.3,0,NA,2,6,1.5,"5",0,2010,"WR",1,"3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13219","Jamar Thomas","Tula",32,6.4,0,NA,7,20,4,"16",0,2011,"WR",2,"2.9","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13220","Jamarcus Nelson","UAB",414,59.1,4,NA,1,0,0,"18.8",0,2012,"WR",22,"0","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13221","Jamarcus Nelson","UAB",358,32.5,4,NA,10,23,2.1,"21.1",1,2011,"WR",17,"2.3","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13222","Jamarielle Brown","WKU",0,0,0,NA,0,0,0,"N/A",0,2011,"WR",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13223","Jamarielle Brown","WKU",4,4,0,NA,0,0,0,"4",0,2012,"WR",1,"N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13224","Jamarielle Brown","WKU",5,5,0,NA,0,0,0,"5",0,2010,"WR",1,"N/A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13225","Jamarko Simmons","WMU",95,19,2,NA,6,3,0.6,"8.6",0,2005,"WR",11,"0.5","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13226","Jamarko Simmons","WMU",668,55.7,2,NA,7,38,3.2,"11",0,2006,"WR",61,"5.4","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13227","Jamarko Simmons","WMU",980,81.7,6,NA,6,1,0.1,"11.7",0,2007,"WR",84,"0.2","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13228","Jamarko Simmons","WMU",1276,98.2,7,NA,1,1,0.1,"12.3",0,2008,"WR",104,"1","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13229","Jamaul Montgomery","IA St",239,23.9,2,NA,1,3,0.3,"10",0,2003,"WR",24,"3","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13230","Jamayel Smith","MS St",335,41.9,2,NA,0,0,0,"16.8",0,2006,"WR",20,"N/A","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13231","Jamayel Smith","MS St",302,30.2,1,NA,2,3,0.3,"13.1",0,2008,"WR",23,"1.5","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13232","Jamayel Smith","MS St",510,46.4,3,NA,2,32,2.9,"15.5",0,2007,"WR",33,"16","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13233","Jameel Owens","Okla",44,22,0,NA,0,0,0,"11",0,2008,"WR",4,"N/A","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13234","Jameel Owens","Tuls",246,27.3,6,NA,0,0,0,"13.7",0,2010,"WR",18,"N/A","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13235","Jamel Hamler","Fres",80,26.7,0,NA,0,0,0,"16",0,2007,"WR",5,"N/A","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13236","Jamel Hamler","Fres",503,45.7,5,NA,0,0,0,"13.6",0,2009,"WR",37,"N/A","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13237","Jamel Hamler","Fres",812,67.7,6,NA,1,-1,-0.1,"15",0,2010,"WR",54,"-1","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13238","Jamel Harbison","Minn",0,0,0,NA,1,2,2,"N/A",0,2012,"WR",0,"2","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13239","Jamel Harris","Temp",72,24,0,NA,0,0,0,"9",0,2006,"WR",8,"N/A","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13240","Jamel Harris","Temp",100,25,0,NA,0,0,0,"14.3",0,2003,"WR",7,"N/A","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13241","Jamel Harris","Temp",217,27.1,0,NA,0,0,0,"12.8",0,2004,"WR",17,"N/A","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13242","Jamel Harris","Temp",241,30.1,0,NA,0,0,0,"12.1",0,2005,"WR",20,"N/A","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13243","Jamel Johnson","Troy",258,23.5,3,NA,0,0,0,"11.2",0,2010,"WR",23,"N/A","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13244","Jamelle Murray","WMU",11,11,0,NA,0,0,0,"11",0,2009,"WR",1,"N/A","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13245","Jamelle Murray","WMU",27,27,1,NA,0,0,0,"9",0,2007,"WR",3,"N/A","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13246","Jamelle Murray","WMU",11,5.5,0,NA,0,0,0,"5.5",0,2010,"WR",2,"N/A","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13247","Jameon Lewis","MS St",0,0,0,NA,0,0,0,"N/A",0,2010,"WR",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13248","Jameon Lewis","MS St",108,13.5,0,NA,5,21,2.6,"10.8",0,2012,"WR",10,"4.2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13249","Jameon Lewis","MS St",143,20.4,1,NA,11,86,12.3,"20.4",1,2011,"WR",7,"7.8","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13250","Jamere Holland","Ore",53,10.6,0,NA,3,34,6.8,"13.3",0,2008,"WR",4,"11.3","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251","Jamere Holland","Ore",199,28.4,2,NA,3,41,5.9,"15.3",0,2009,"WR",13,"13.7","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13252","Jamere Valentine","Memp",33,11,0,NA,1,4,1.3,"6.6",0,2012,"WR",5,"4","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13253","James Bailey","Ind",335,37.2,3,NA,0,0,0,"12.4",0,2005,"WR",27,"N/A","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13254","James Bailey","Ind",268,22.3,2,NA,0,0,0,"10.3",0,2007,"WR",26,"N/A","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13255","James Bailey","Ind",401,33.4,0,NA,0,0,0,"10",0,2006,"WR",40,"N/A","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13256","James Banks","Tenn",621,47.8,6,NA,2,15,1.2,"14.8",1,2003,"WR",42,"7.5","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13257","James Butler","ULL",200,40,1,NA,1,3,0.6,"14.3",0,2010,"WR",14,"3","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13258","James Butler","ULL",97,16.2,2,NA,0,0,0,"10.8",0,2012,"WR",9,"N/A","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13259","James Cleveland","Hous",800,80,6,NA,1,-1,-0.1,"14",0,2010,"WR",57,"-1","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13260","James Cleveland","Hous",1214,101.2,14,NA,0,0,0,"11.7",0,2009,"WR",104,"N/A","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13261","James Cleveland","Iowa",464,42.2,0,NA,2,-11,-1,"12.9",0,2007,"WR",36,"-5.5","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13262","James Dunn","Tula",85,17,0,NA,0,0,0,"8.5",0,2003,"WR",10,"N/A","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13263","James Earl Cray","Troy",280,40,2,NA,0,0,0,"14",0,2004,"WR",20,"N/A","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13264","James Earl Cray","Troy",102,12.8,1,NA,0,0,0,"8.5",0,2005,"WR",12,"N/A","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13265","James Finley","Ore",137,13.7,2,NA,4,9,0.9,"9.1",0,2006,"WR",15,"2.3","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13266","James Finley","Ore",571,51.9,2,NA,3,-2,-0.2,"10",0,2005,"WR",57,"-0.7","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13267","James Green","Tole",104,20.8,1,NA,0,0,0,"13",0,2012,"WR",8,"N/A","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13268","James Green","Tole",70,11.7,0,NA,0,0,0,"7.8",0,2010,"WR",9,"N/A","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13269","James Green","Tole",118,19.7,1,NA,0,0,0,"13.1",0,2011,"WR",9,"N/A","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13270","James Hardy","Ind",722,72.2,10,NA,0,0,0,"14.2",0,2006,"WR",51,"N/A","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13271","James Hardy","Ind",893,89.3,10,NA,0,0,0,"14.6",0,2005,"WR",61,"N/A","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13272","James Hardy","Ind",1125,86.5,16,NA,0,0,0,"14.2",0,2007,"WR",79,"N/A","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13273","James Hawkins","BGSU",318,28.9,2,NA,0,0,0,"12.7",0,2004,"WR",25,"N/A","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13274","James Hawkins","BGSU",525,43.8,3,NA,1,3,0.3,"16.9",0,2003,"WR",31,"3","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13275","James Kirkendoll","Tex",221,22.1,1,NA,0,0,0,"10.5",0,2008,"WR",21,"N/A","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13276","James Kirkendoll","Tex",707,64.3,2,NA,2,-10,-0.9,"13.6",0,2010,"WR",52,"-5","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13277","James Kirkendoll","Tex",461,38.4,6,NA,0,0,0,"9.6",0,2009,"WR",48,"N/A","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13278","James McDonald","PSU",0,0,0,NA,0,0,0,"0",0,2005,"WR",0,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13279","James McDonald","PSU",8,8,0,NA,0,0,0,"8",0,2006,"WR",1,"N/A","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13280","James McDonald","PSU",10,10,0,NA,0,0,0,"10",0,2007,"WR",1,"N/A","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13281","James McDonald","PSU",72,18,0,NA,0,0,0,"14.4",0,2008,"WR",5,"N/A","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13282","James Newson","OR St",1306,108.8,3,NA,1,5,0.4,"16.1",0,2003,"WR",81,"5","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13283","James Rodgers","OR St",215,53.8,2,NA,8,37,9.3,"13.4",0,2010,"WR",16,"4.6","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13284","James Rodgers","OR St",518,57.6,3,NA,11,75,8.3,"11.5",0,2011,"WR",45,"6.8","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13285","James Rodgers","OR St",208,17.3,1,NA,50,586,48.8,"10.9",3,2007,"WR",19,"11.7","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13286","James Rodgers","OR St",607,50.6,4,NA,46,408,34,"11.9",5,2008,"WR",51,"8.9","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13287","James Rodgers","OR St",1034,79.5,9,NA,58,303,23.3,"11.4",1,2009,"WR",91,"5.2","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13288","James Rucker","FIU",3,3,0,NA,0,0,0,"3",0,2008,"WR",1,"N/A","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289","James Rucker","FIU",100,33.3,1,NA,0,0,0,"8.3",0,2007,"WR",12,"N/A","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13290","James Swinton","Aub",11,11,0,NA,0,0,0,"11",0,2005,"WR",1,"N/A","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
